2024-04-12 00:05:40,479 INFO    StreamThr :63425 [internal.py:wandb_internal():86] W&B internal server running at pid: 63425, started at: 2024-04-12 00:05:40.479074
2024-04-12 00:05:40,480 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status
2024-04-12 00:05:40,490 INFO    WriterThread:63425 [datastore.py:open_for_write():87] open: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/run-v8ot0v9j.wandb
2024-04-12 00:05:40,490 DEBUG   SenderThread:63425 [sender.py:send():382] send: header
2024-04-12 00:05:40,501 DEBUG   SenderThread:63425 [sender.py:send():382] send: run
2024-04-12 00:05:40,941 INFO    SenderThread:63425 [dir_watcher.py:__init__():211] watching files in: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files
2024-04-12 00:05:40,941 INFO    SenderThread:63425 [sender.py:_start_run_threads():1136] run started: v8ot0v9j with start time 1712873140.480121
2024-04-12 00:05:40,962 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: check_version
2024-04-12 00:05:40,962 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: check_version
2024-04-12 00:05:41,097 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: run_start
2024-04-12 00:05:41,105 DEBUG   HandlerThread:63425 [system_info.py:__init__():27] System info init
2024-04-12 00:05:41,105 DEBUG   HandlerThread:63425 [system_info.py:__init__():42] System info init done
2024-04-12 00:05:41,105 INFO    HandlerThread:63425 [system_monitor.py:start():194] Starting system monitor
2024-04-12 00:05:41,105 INFO    SystemMonitor:63425 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-12 00:05:41,105 INFO    HandlerThread:63425 [system_monitor.py:probe():214] Collecting system info
2024-04-12 00:05:41,106 INFO    SystemMonitor:63425 [interfaces.py:start():190] Started cpu monitoring
2024-04-12 00:05:41,106 INFO    SystemMonitor:63425 [interfaces.py:start():190] Started disk monitoring
2024-04-12 00:05:41,107 INFO    SystemMonitor:63425 [interfaces.py:start():190] Started gpu monitoring
2024-04-12 00:05:41,107 INFO    SystemMonitor:63425 [interfaces.py:start():190] Started memory monitoring
2024-04-12 00:05:41,107 INFO    SystemMonitor:63425 [interfaces.py:start():190] Started network monitoring
2024-04-12 00:05:41,149 DEBUG   HandlerThread:63425 [system_info.py:probe():151] Probing system
2024-04-12 00:05:41,153 DEBUG   HandlerThread:63425 [system_info.py:_probe_git():136] Probing git
2024-04-12 00:05:41,164 DEBUG   HandlerThread:63425 [system_info.py:_probe_git():144] Probing git done
2024-04-12 00:05:41,164 DEBUG   HandlerThread:63425 [system_info.py:probe():199] Probing system done
2024-04-12 00:05:41,164 DEBUG   HandlerThread:63425 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-102-generic-x86_64-with-glibc2.31', 'python': '3.11.7', 'heartbeatAt': '2024-04-11T22:05:41.150065', 'startedAt': '2024-04-11T22:05:40.462794', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/train.py', 'codePathLocal': 'train.py', 'codePath': 'Kod/train.py', 'git': {'remote': 'https://github.com/marcin-jankowskii/noisy_labels.git', 'commit': '12c32ed30932bd55258d559efa6d0716910be5fb'}, 'email': 'marcinjankowskirep@gmail.com', 'root': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels', 'host': 'cal3141-X570S-AERO-G', 'username': 'cal314-1', 'executable': '/home/cal314-1/miniconda3/envs/marcinv2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.2727499999999994, 'min': 2200.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.334, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}], 'disk': {'/': {'total': 425.5165710449219, 'used': 292.90666580200195}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 125.7255744934082}}
2024-04-12 00:05:41,164 INFO    HandlerThread:63425 [system_monitor.py:probe():224] Finished collecting system info
2024-04-12 00:05:41,164 INFO    HandlerThread:63425 [system_monitor.py:probe():227] Publishing system info
2024-04-12 00:05:41,164 DEBUG   HandlerThread:63425 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-04-12 00:05:41,942 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/conda-environment.yaml
2024-04-12 00:05:43,943 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/conda-environment.yaml
2024-04-12 00:05:44,026 DEBUG   HandlerThread:63425 [system_info.py:_save_conda():220] Saving conda packages done
2024-04-12 00:05:44,027 INFO    HandlerThread:63425 [system_monitor.py:probe():229] Finished publishing system info
2024-04-12 00:05:44,029 DEBUG   SenderThread:63425 [sender.py:send():382] send: files
2024-04-12 00:05:44,029 INFO    SenderThread:63425 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-04-12 00:05:44,038 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: python_packages
2024-04-12 00:05:44,038 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: python_packages
2024-04-12 00:05:44,038 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:05:44,038 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:05:44,040 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:05:44,615 INFO    wandb-upload_0:63425 [upload_job.py:push():131] Uploaded file /tmp/tmpi_7dw975wandb/t018cwvb-wandb-metadata.json
2024-04-12 00:05:44,943 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/wandb-metadata.json
2024-04-12 00:05:44,943 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/requirements.txt
2024-04-12 00:05:45,374 DEBUG   SenderThread:63425 [sender.py:send():382] send: telemetry
2024-04-12 00:05:45,375 DEBUG   SenderThread:63425 [sender.py:send():382] send: telemetry
2024-04-12 00:05:45,375 DEBUG   SenderThread:63425 [sender.py:send():382] send: run
2024-04-12 00:05:45,551 INFO    SenderThread:63425 [sender.py:send_run():1010] updated run: v8ot0v9j
2024-04-12 00:05:45,551 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:05:45,944 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/config.yaml
2024-04-12 00:05:45,944 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/output.log
2024-04-12 00:05:47,945 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/output.log
2024-04-12 00:05:50,552 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:05:55,553 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:05:59,038 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:05:59,039 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:05:59,040 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:06:01,235 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:06,235 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:11,237 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:11,958 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/config.yaml
2024-04-12 00:06:14,038 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:06:14,039 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:06:14,080 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:06:17,280 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:22,280 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:27,281 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:29,039 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:06:29,039 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:06:29,080 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:06:32,303 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:35,971 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/output.log
2024-04-12 00:06:37,411 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:37,505 DEBUG   SenderThread:63425 [sender.py:send():382] send: telemetry
2024-04-12 00:06:39,974 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/output.log
2024-04-12 00:06:41,107 DEBUG   SystemMonitor:63425 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-12 00:06:41,108 DEBUG   SenderThread:63425 [sender.py:send():382] send: stats
2024-04-12 00:06:43,110 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:43,976 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/config.yaml
2024-04-12 00:06:44,039 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:06:44,039 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:06:44,040 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:06:48,285 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:53,285 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:06:57,052 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: partial_history
2024-04-12 00:06:57,053 DEBUG   SenderThread:63425 [sender.py:send():382] send: history
2024-04-12 00:06:57,053 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: summary_record
2024-04-12 00:06:57,053 INFO    SenderThread:63425 [sender.py:_save_file():1403] saving file wandb-summary.json with policy end
2024-04-12 00:06:57,986 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/wandb-summary.json
2024-04-12 00:06:59,039 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:06:59,039 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:06:59,040 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:06:59,245 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:04,246 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:09,246 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:11,109 DEBUG   SenderThread:63425 [sender.py:send():382] send: stats
2024-04-12 00:07:14,039 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:07:14,039 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:07:14,080 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:07:14,350 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:19,351 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:24,351 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:29,039 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:07:29,039 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:07:29,084 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:07:30,295 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:35,296 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:40,296 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:41,109 DEBUG   SenderThread:63425 [sender.py:send():382] send: stats
2024-04-12 00:07:44,039 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: stop_status
2024-04-12 00:07:44,040 DEBUG   SenderThread:63425 [sender.py:send_request():409] send_request: stop_status
2024-04-12 00:07:44,080 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-12 00:07:46,249 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
2024-04-12 00:07:49,034 INFO    Thread-13 :63425 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240412_000540-v8ot0v9j/files/output.log
2024-04-12 00:07:51,598 DEBUG   HandlerThread:63425 [handler.py:handle_request():146] handle_request: status_report
