2024-01-05 10:26:15,419 INFO    StreamThr :88773 [internal.py:wandb_internal():86] W&B internal server running at pid: 88773, started at: 2024-01-05 10:26:15.418656
2024-01-05 10:26:15,420 DEBUG   HandlerThread:88773 [handler.py:handle_request():146] handle_request: status
2024-01-05 10:26:15,426 INFO    WriterThread:88773 [datastore.py:open_for_write():85] open: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240105_102615-te3fgfe1/run-te3fgfe1.wandb
2024-01-05 10:26:15,426 DEBUG   SenderThread:88773 [sender.py:send():382] send: header
2024-01-05 10:26:15,433 DEBUG   SenderThread:88773 [sender.py:send():382] send: run
2024-01-05 10:26:15,941 INFO    SenderThread:88773 [dir_watcher.py:__init__():211] watching files in: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240105_102615-te3fgfe1/files
2024-01-05 10:26:15,941 INFO    SenderThread:88773 [sender.py:_start_run_threads():1136] run started: te3fgfe1 with start time 1704446775.418651
2024-01-05 10:26:15,950 DEBUG   HandlerThread:88773 [handler.py:handle_request():146] handle_request: check_version
2024-01-05 10:26:15,950 DEBUG   SenderThread:88773 [sender.py:send_request():409] send_request: check_version
2024-01-05 10:26:16,098 DEBUG   HandlerThread:88773 [handler.py:handle_request():146] handle_request: run_start
2024-01-05 10:26:16,105 DEBUG   HandlerThread:88773 [system_info.py:__init__():32] System info init
2024-01-05 10:26:16,105 DEBUG   HandlerThread:88773 [system_info.py:__init__():47] System info init done
2024-01-05 10:26:16,105 INFO    HandlerThread:88773 [system_monitor.py:start():194] Starting system monitor
2024-01-05 10:26:16,105 INFO    SystemMonitor:88773 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-05 10:26:16,106 INFO    HandlerThread:88773 [system_monitor.py:probe():214] Collecting system info
2024-01-05 10:26:16,106 INFO    SystemMonitor:88773 [interfaces.py:start():190] Started cpu monitoring
2024-01-05 10:26:16,107 INFO    SystemMonitor:88773 [interfaces.py:start():190] Started disk monitoring
2024-01-05 10:26:16,107 INFO    SystemMonitor:88773 [interfaces.py:start():190] Started gpu monitoring
2024-01-05 10:26:16,107 INFO    SystemMonitor:88773 [interfaces.py:start():190] Started memory monitoring
2024-01-05 10:26:16,107 INFO    SystemMonitor:88773 [interfaces.py:start():190] Started network monitoring
2024-01-05 10:26:16,130 DEBUG   HandlerThread:88773 [system_info.py:probe():196] Probing system
2024-01-05 10:26:16,133 DEBUG   HandlerThread:88773 [system_info.py:_probe_git():181] Probing git
2024-01-05 10:26:16,144 DEBUG   HandlerThread:88773 [system_info.py:_probe_git():189] Probing git done
2024-01-05 10:26:16,144 DEBUG   HandlerThread:88773 [system_info.py:probe():244] Probing system done
2024-01-05 10:26:16,144 DEBUG   HandlerThread:88773 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-91-generic-x86_64-with-glibc2.31', 'python': '3.11.5', 'heartbeatAt': '2024-01-05T09:26:16.130946', 'startedAt': '2024-01-05T09:26:15.407880', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/train.py', 'codePathLocal': 'Kod/train.py', 'codePath': 'Kod/train.py', 'git': {'remote': 'https://github.com/marcin-jankowskii/noisy_labels.git', 'commit': '76931a9c6c06c4746c4309353161338c78488560'}, 'email': 'marcinjankowskirep@gmail.com', 'root': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels', 'host': 'cal3141-X570S-AERO-G', 'username': 'cal314-1', 'executable': '/home/cal314-1/miniconda3/envs/marcin/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.245, 'min': 2200.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.8, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.32, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}], 'disk': {'/': {'total': 425.5165710449219, 'used': 164.83893966674805}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 125.7255630493164}}
2024-01-05 10:26:16,145 INFO    HandlerThread:88773 [system_monitor.py:probe():224] Finished collecting system info
2024-01-05 10:26:16,145 INFO    HandlerThread:88773 [system_monitor.py:probe():227] Publishing system info
2024-01-05 10:26:16,145 DEBUG   HandlerThread:88773 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2024-01-05 10:26:16,145 DEBUG   HandlerThread:88773 [system_info.py:_save_pip():68] Saving pip packages done
2024-01-05 10:26:16,145 DEBUG   HandlerThread:88773 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2024-01-05 10:26:16,942 INFO    Thread-12 :88773 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240105_102615-te3fgfe1/files/requirements.txt
2024-01-05 10:26:16,942 INFO    Thread-12 :88773 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240105_102615-te3fgfe1/files/conda-environment.yaml
2024-01-05 10:26:18,380 DEBUG   HandlerThread:88773 [system_info.py:_save_conda():87] Saving conda packages done
2024-01-05 10:26:18,381 INFO    HandlerThread:88773 [system_monitor.py:probe():229] Finished publishing system info
2024-01-05 10:26:18,384 DEBUG   SenderThread:88773 [sender.py:send():382] send: files
2024-01-05 10:26:18,384 INFO    SenderThread:88773 [sender.py:_save_file():1392] saving file wandb-metadata.json with policy now
2024-01-05 10:26:18,388 DEBUG   HandlerThread:88773 [handler.py:handle_request():146] handle_request: stop_status
2024-01-05 10:26:18,388 DEBUG   SenderThread:88773 [sender.py:send_request():409] send_request: stop_status
2024-01-05 10:26:18,389 DEBUG   HandlerThread:88773 [handler.py:handle_request():146] handle_request: internal_messages
2024-01-05 10:26:18,720 DEBUG   SenderThread:88773 [sender.py:send():382] send: telemetry
2024-01-05 10:26:18,720 DEBUG   SenderThread:88773 [sender.py:send():382] send: telemetry
2024-01-05 10:26:18,720 DEBUG   SenderThread:88773 [sender.py:send():382] send: run
