2024-01-05 10:30:52,044 INFO    StreamThr :89647 [internal.py:wandb_internal():86] W&B internal server running at pid: 89647, started at: 2024-01-05 10:30:52.044199
2024-01-05 10:30:52,045 DEBUG   HandlerThread:89647 [handler.py:handle_request():146] handle_request: status
2024-01-05 10:30:52,050 INFO    WriterThread:89647 [datastore.py:open_for_write():85] open: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240105_103052-g178i7cr/run-g178i7cr.wandb
2024-01-05 10:30:52,050 DEBUG   SenderThread:89647 [sender.py:send():382] send: header
2024-01-05 10:30:52,057 DEBUG   SenderThread:89647 [sender.py:send():382] send: run
2024-01-05 10:30:52,634 INFO    SenderThread:89647 [dir_watcher.py:__init__():211] watching files in: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240105_103052-g178i7cr/files
2024-01-05 10:30:52,634 INFO    SenderThread:89647 [sender.py:_start_run_threads():1136] run started: g178i7cr with start time 1704447052.044189
2024-01-05 10:30:52,642 DEBUG   HandlerThread:89647 [handler.py:handle_request():146] handle_request: check_version
2024-01-05 10:30:52,642 DEBUG   SenderThread:89647 [sender.py:send_request():409] send_request: check_version
2024-01-05 10:30:52,897 DEBUG   HandlerThread:89647 [handler.py:handle_request():146] handle_request: run_start
2024-01-05 10:30:52,903 DEBUG   HandlerThread:89647 [system_info.py:__init__():32] System info init
2024-01-05 10:30:52,903 DEBUG   HandlerThread:89647 [system_info.py:__init__():47] System info init done
2024-01-05 10:30:52,903 INFO    HandlerThread:89647 [system_monitor.py:start():194] Starting system monitor
2024-01-05 10:30:52,903 INFO    SystemMonitor:89647 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-01-05 10:30:52,903 INFO    HandlerThread:89647 [system_monitor.py:probe():214] Collecting system info
2024-01-05 10:30:52,903 INFO    SystemMonitor:89647 [interfaces.py:start():190] Started cpu monitoring
2024-01-05 10:30:52,904 INFO    SystemMonitor:89647 [interfaces.py:start():190] Started disk monitoring
2024-01-05 10:30:52,904 INFO    SystemMonitor:89647 [interfaces.py:start():190] Started gpu monitoring
2024-01-05 10:30:52,905 INFO    SystemMonitor:89647 [interfaces.py:start():190] Started memory monitoring
2024-01-05 10:30:52,905 INFO    SystemMonitor:89647 [interfaces.py:start():190] Started network monitoring
2024-01-05 10:30:52,951 DEBUG   HandlerThread:89647 [system_info.py:probe():196] Probing system
2024-01-05 10:30:52,955 DEBUG   HandlerThread:89647 [system_info.py:_probe_git():181] Probing git
2024-01-05 10:30:52,966 DEBUG   HandlerThread:89647 [system_info.py:_probe_git():189] Probing git done
2024-01-05 10:30:52,966 DEBUG   HandlerThread:89647 [system_info.py:probe():244] Probing system done
