2024-04-18 14:10:21,793 INFO    StreamThr :151268 [internal.py:wandb_internal():86] W&B internal server running at pid: 151268, started at: 2024-04-18 14:10:21.792650
2024-04-18 14:10:21,793 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status
2024-04-18 14:10:21,802 INFO    WriterThread:151268 [datastore.py:open_for_write():87] open: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/run-985ot97y.wandb
2024-04-18 14:10:21,802 DEBUG   SenderThread:151268 [sender.py:send():382] send: header
2024-04-18 14:10:21,813 DEBUG   SenderThread:151268 [sender.py:send():382] send: run
2024-04-18 14:10:22,558 INFO    SenderThread:151268 [dir_watcher.py:__init__():211] watching files in: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files
2024-04-18 14:10:22,558 INFO    SenderThread:151268 [sender.py:_start_run_threads():1136] run started: 985ot97y with start time 1713442221.793325
2024-04-18 14:10:22,577 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: check_version
2024-04-18 14:10:22,577 DEBUG   SenderThread:151268 [sender.py:send_request():409] send_request: check_version
2024-04-18 14:10:22,845 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: run_start
2024-04-18 14:10:22,879 DEBUG   HandlerThread:151268 [system_info.py:__init__():27] System info init
2024-04-18 14:10:22,879 DEBUG   HandlerThread:151268 [system_info.py:__init__():42] System info init done
2024-04-18 14:10:22,879 INFO    HandlerThread:151268 [system_monitor.py:start():194] Starting system monitor
2024-04-18 14:10:22,879 INFO    SystemMonitor:151268 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-04-18 14:10:22,879 INFO    HandlerThread:151268 [system_monitor.py:probe():214] Collecting system info
2024-04-18 14:10:22,880 INFO    SystemMonitor:151268 [interfaces.py:start():190] Started cpu monitoring
2024-04-18 14:10:22,880 INFO    SystemMonitor:151268 [interfaces.py:start():190] Started disk monitoring
2024-04-18 14:10:22,880 INFO    SystemMonitor:151268 [interfaces.py:start():190] Started gpu monitoring
2024-04-18 14:10:22,880 INFO    SystemMonitor:151268 [interfaces.py:start():190] Started memory monitoring
2024-04-18 14:10:22,881 INFO    SystemMonitor:151268 [interfaces.py:start():190] Started network monitoring
2024-04-18 14:10:22,905 DEBUG   HandlerThread:151268 [system_info.py:probe():151] Probing system
2024-04-18 14:10:22,908 DEBUG   HandlerThread:151268 [system_info.py:_probe_git():136] Probing git
2024-04-18 14:10:22,920 DEBUG   HandlerThread:151268 [system_info.py:_probe_git():144] Probing git done
2024-04-18 14:10:22,920 DEBUG   HandlerThread:151268 [system_info.py:probe():199] Probing system done
2024-04-18 14:10:22,920 DEBUG   HandlerThread:151268 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-102-generic-x86_64-with-glibc2.31', 'python': '3.11.7', 'heartbeatAt': '2024-04-18T12:10:22.906107', 'startedAt': '2024-04-18T12:10:21.782531', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/train.py', 'codePathLocal': 'train.py', 'codePath': 'Kod/train.py', 'git': {'remote': 'https://github.com/marcin-jankowskii/noisy_labels.git', 'commit': '12c32ed30932bd55258d559efa6d0716910be5fb'}, 'email': 'marcinjankowskirep@gmail.com', 'root': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels', 'host': 'cal3141-X570S-AERO-G', 'username': 'cal314-1', 'executable': '/home/cal314-1/miniconda3/envs/marcinv2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.60325, 'min': 2200.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 3.953, 'min': 2200.0, 'max': 3400.0}, {'current': 3.4, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}], 'disk': {'/': {'total': 425.5165710449219, 'used': 391.9297103881836}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 125.72557830810547}}
2024-04-18 14:10:22,920 INFO    HandlerThread:151268 [system_monitor.py:probe():224] Finished collecting system info
2024-04-18 14:10:22,920 INFO    HandlerThread:151268 [system_monitor.py:probe():227] Publishing system info
2024-04-18 14:10:22,920 DEBUG   HandlerThread:151268 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-04-18 14:10:23,559 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/conda-environment.yaml
2024-04-18 14:10:25,735 DEBUG   HandlerThread:151268 [system_info.py:_save_conda():220] Saving conda packages done
2024-04-18 14:10:25,736 INFO    HandlerThread:151268 [system_monitor.py:probe():229] Finished publishing system info
2024-04-18 14:10:25,737 DEBUG   SenderThread:151268 [sender.py:send():382] send: files
2024-04-18 14:10:25,738 INFO    SenderThread:151268 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-04-18 14:10:25,747 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: python_packages
2024-04-18 14:10:25,747 DEBUG   SenderThread:151268 [sender.py:send_request():409] send_request: python_packages
2024-04-18 14:10:25,749 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: stop_status
2024-04-18 14:10:25,749 DEBUG   SenderThread:151268 [sender.py:send_request():409] send_request: stop_status
2024-04-18 14:10:25,790 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-18 14:10:26,133 DEBUG   SenderThread:151268 [sender.py:send():382] send: telemetry
2024-04-18 14:10:26,533 DEBUG   SenderThread:151268 [sender.py:send():382] send: telemetry
2024-04-18 14:10:26,543 INFO    wandb-upload_0:151268 [upload_job.py:push():131] Uploaded file /tmp/tmp43o93faywandb/pw3zlz93-wandb-metadata.json
2024-04-18 14:10:26,560 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/conda-environment.yaml
2024-04-18 14:10:26,560 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/wandb-metadata.json
2024-04-18 14:10:26,560 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/requirements.txt
2024-04-18 14:10:26,574 DEBUG   SenderThread:151268 [sender.py:send():382] send: run
2024-04-18 14:10:26,806 INFO    SenderThread:151268 [sender.py:send_run():1010] updated run: 985ot97y
2024-04-18 14:10:26,806 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:10:27,561 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/config.yaml
2024-04-18 14:10:27,561 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/output.log
2024-04-18 14:10:29,562 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/output.log
2024-04-18 14:10:31,807 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:10:36,809 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:10:40,748 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: stop_status
2024-04-18 14:10:40,748 DEBUG   SenderThread:151268 [sender.py:send_request():409] send_request: stop_status
2024-04-18 14:10:40,749 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-18 14:10:42,084 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:10:47,084 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:10:52,087 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:10:53,576 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/config.yaml
2024-04-18 14:10:55,748 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: stop_status
2024-04-18 14:10:55,749 DEBUG   SenderThread:151268 [sender.py:send_request():409] send_request: stop_status
2024-04-18 14:10:55,790 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-18 14:10:57,978 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:11:02,978 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:11:07,584 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/output.log
2024-04-18 14:11:07,656 DEBUG   SenderThread:151268 [sender.py:send():382] send: telemetry
2024-04-18 14:11:08,657 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:11:09,586 INFO    Thread-13 :151268 [dir_watcher.py:_on_file_modified():288] file/dir modified: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/wandb/run-20240418_141021-985ot97y/files/output.log
2024-04-18 14:11:10,748 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: stop_status
2024-04-18 14:11:10,749 DEBUG   SenderThread:151268 [sender.py:send_request():409] send_request: stop_status
2024-04-18 14:11:10,749 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: internal_messages
2024-04-18 14:11:14,088 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:11:19,089 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
2024-04-18 14:11:22,881 DEBUG   SystemMonitor:151268 [system_monitor.py:_start():172] Starting system metrics aggregation loop
2024-04-18 14:11:22,882 DEBUG   SenderThread:151268 [sender.py:send():382] send: stats
2024-04-18 14:11:24,886 DEBUG   HandlerThread:151268 [handler.py:handle_request():146] handle_request: status_report
