2024-02-15 15:04:56,798 INFO    StreamThr :54245 [internal.py:wandb_internal():86] W&B internal server running at pid: 54245, started at: 2024-02-15 15:04:56.797523
2024-02-15 15:04:56,799 DEBUG   HandlerThread:54245 [handler.py:handle_request():146] handle_request: status
2024-02-15 15:04:56,805 INFO    WriterThread:54245 [datastore.py:open_for_write():87] open: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240215_150456-osc9kezf/run-osc9kezf.wandb
2024-02-15 15:04:56,806 DEBUG   SenderThread:54245 [sender.py:send():382] send: header
2024-02-15 15:04:56,816 DEBUG   SenderThread:54245 [sender.py:send():382] send: run
2024-02-15 15:04:57,254 INFO    SenderThread:54245 [dir_watcher.py:__init__():211] watching files in: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240215_150456-osc9kezf/files
2024-02-15 15:04:57,254 INFO    SenderThread:54245 [sender.py:_start_run_threads():1136] run started: osc9kezf with start time 1708005896.797653
2024-02-15 15:04:57,261 DEBUG   HandlerThread:54245 [handler.py:handle_request():146] handle_request: check_version
2024-02-15 15:04:57,261 DEBUG   SenderThread:54245 [sender.py:send_request():409] send_request: check_version
2024-02-15 15:04:57,416 DEBUG   HandlerThread:54245 [handler.py:handle_request():146] handle_request: run_start
2024-02-15 15:04:57,424 DEBUG   HandlerThread:54245 [system_info.py:__init__():27] System info init
2024-02-15 15:04:57,424 DEBUG   HandlerThread:54245 [system_info.py:__init__():42] System info init done
2024-02-15 15:04:57,424 INFO    HandlerThread:54245 [system_monitor.py:start():194] Starting system monitor
2024-02-15 15:04:57,424 INFO    SystemMonitor:54245 [system_monitor.py:_start():158] Starting system asset monitoring threads
2024-02-15 15:04:57,424 INFO    HandlerThread:54245 [system_monitor.py:probe():214] Collecting system info
2024-02-15 15:04:57,425 INFO    SystemMonitor:54245 [interfaces.py:start():190] Started cpu monitoring
2024-02-15 15:04:57,425 INFO    SystemMonitor:54245 [interfaces.py:start():190] Started disk monitoring
2024-02-15 15:04:57,426 INFO    SystemMonitor:54245 [interfaces.py:start():190] Started gpu monitoring
2024-02-15 15:04:57,426 INFO    SystemMonitor:54245 [interfaces.py:start():190] Started memory monitoring
2024-02-15 15:04:57,426 INFO    SystemMonitor:54245 [interfaces.py:start():190] Started network monitoring
2024-02-15 15:04:57,455 DEBUG   HandlerThread:54245 [system_info.py:probe():151] Probing system
2024-02-15 15:04:57,459 DEBUG   HandlerThread:54245 [system_info.py:_probe_git():136] Probing git
2024-02-15 15:04:57,471 DEBUG   HandlerThread:54245 [system_info.py:_probe_git():144] Probing git done
2024-02-15 15:04:57,471 DEBUG   HandlerThread:54245 [system_info.py:probe():199] Probing system done
2024-02-15 15:04:57,471 DEBUG   HandlerThread:54245 [system_monitor.py:probe():223] {'os': 'Linux-5.15.0-94-generic-x86_64-with-glibc2.31', 'python': '3.11.7', 'heartbeatAt': '2024-02-15T14:04:57.455949', 'startedAt': '2024-02-15T14:04:56.786271', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/Kod/train.py', 'codePathLocal': 'Kod/train.py', 'codePath': 'Kod/train.py', 'git': {'remote': 'https://github.com/marcin-jankowskii/noisy_labels.git', 'commit': '64b814642f736d9994a0f740704dc82c84f65cac'}, 'email': 'marcinjankowskirep@gmail.com', 'root': '/media/cal314-1/9E044F59044F3415/Marcin/noisy_labels', 'host': 'cal3141-X570S-AERO-G', 'username': 'cal314-1', 'executable': '/home/cal314-1/miniconda3/envs/marcinv2/bin/python', 'cpu_count': 8, 'cpu_count_logical': 16, 'cpu_freq': {'current': 2.243875, 'min': 2200.0, 'max': 3400.0}, 'cpu_freq_per_core': [{'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.508, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.8, 'min': 2200.0, 'max': 3400.0}, {'current': 2.8, 'min': 2200.0, 'max': 3400.0}, {'current': 2.236, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}, {'current': 2.2, 'min': 2200.0, 'max': 3400.0}], 'disk': {'/': {'total': 425.5165710449219, 'used': 175.7193145751953}}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 125.7255744934082}}
2024-02-15 15:04:57,471 INFO    HandlerThread:54245 [system_monitor.py:probe():224] Finished collecting system info
2024-02-15 15:04:57,471 INFO    HandlerThread:54245 [system_monitor.py:probe():227] Publishing system info
2024-02-15 15:04:57,471 DEBUG   HandlerThread:54245 [system_info.py:_save_conda():208] Saving list of conda packages installed into the current environment
2024-02-15 15:04:58,255 INFO    Thread-13 :54245 [dir_watcher.py:_on_file_created():271] file/dir created: /media/cal314-1/9E044F59044F3415/Marcin/noisy_labels/wandb/run-20240215_150456-osc9kezf/files/conda-environment.yaml
2024-02-15 15:04:59,363 DEBUG   HandlerThread:54245 [system_info.py:_save_conda():220] Saving conda packages done
2024-02-15 15:04:59,364 INFO    HandlerThread:54245 [system_monitor.py:probe():229] Finished publishing system info
2024-02-15 15:04:59,365 DEBUG   SenderThread:54245 [sender.py:send():382] send: files
2024-02-15 15:04:59,366 INFO    SenderThread:54245 [sender.py:_save_file():1403] saving file wandb-metadata.json with policy now
2024-02-15 15:04:59,369 DEBUG   HandlerThread:54245 [handler.py:handle_request():146] handle_request: python_packages
2024-02-15 15:04:59,369 DEBUG   SenderThread:54245 [sender.py:send_request():409] send_request: python_packages
2024-02-15 15:04:59,369 DEBUG   HandlerThread:54245 [handler.py:handle_request():146] handle_request: stop_status
2024-02-15 15:04:59,370 DEBUG   SenderThread:54245 [sender.py:send_request():409] send_request: stop_status
